reference_id	ref_gene_id	ref_gene_name	SRR2753092	SRR2753098	SRR2753106	SRR2753116
]633;E;for gtf in SRR2753092.sorted.stringtie.gtf SRR2753098.sorted.stringtie.gtf SRR2753106.sorted.stringtie.gtf SRR2753116.sorted.stringtie.gtf;a4d99752-1e2f-4862-a129-1e82d6f2dfe3]633;CENST00000379198.5	ENSG00000176022.7	B3GALT6	1.522072	0	0	0
ENST00000467339.1	ENSG00000160087.21	UBE2J2	0.083799	0.043098	0	0
ENST00000531020.1	ENSG00000127054.21	INTS11	0.261083	0.059913	0	0
ENST00000533916.5	ENSG00000127054.21	INTS11	3.634066	0.849804	0	0
ENST00000463260.5	ENSG00000221978.12	CCNL2	0.5481	0.387686	0.561968	0
ENST00000463895.1	ENSG00000221978.12	CCNL2	1.29233	1.256579	0.717018	0.555749
ENST00000607307.1	ENSG00000272455.1	MRPL20-DT	0.005193	0	0.432426	0.279982
ENST00000572242.1	ENSG00000224870.7	MRPL20-AS1	0.697602	1.932973	0.736401	1.902846
ENST00000344843.12	ENSG00000242485.6	MRPL20	10.284503	9.380238	19.627808	16.836343
ENST00000493287.5	ENSG00000242485.6	MRPL20	0.357274	0	0	0
ENST00000482352.1	ENSG00000242485.6	MRPL20	0.006605	0.236826	0.262733	0.132918
ENST00000477686.1	ENSG00000242485.6	MRPL20	0.072067	0	0	0
ENST00000602865.1	ENSG00000269896.2	RP4-740C4.5	0.061833	0.23673	0.257598	0.069295
ENST00000607031.1	ENSG00000116151.14	MORN1	1.029108	0.287079	0.279634	0.989878
ENST00000475812.1	ENSG00000116151.14	MORN1	0.292496	0	0	0
ENST00000605895.6	ENSG00000157916.20	RER1	6.015504	11.248644	0	0
ENST00000493207.1	ENSG00000157916.20	RER1	0.189271	0.46895	0	0
ENST00000488353.2	ENSG00000157916.20	RER1	0.683745	2.106889	1.879923	7.543044
ENST00000462129.1	ENSG00000157916.20	RER1	0.227007	0.339065	0.277431	4.147244
ENST00000487804.1	ENSG00000157881.16	PANK4	0.227316	0	0	0
ENST00000515423.1	ENSG00000157881.16	PANK4	0.471529	0	0	0
ENST00000442392.6	ENSG00000157873.18	TNFRSF14	1.455396	0	0	0
ENST00000482074.6	ENSG00000157873.18	TNFRSF14	0.355873	0.044813	0	0.772932
ENST00000606861.1	ENSG00000177133.12	PRDM16-DT	0.035494	0.542602	0.294726	0.446668
ENST00000606170.1	ENSG00000142611.17	PRDM16	0.092941	0.003051	0	0.837595
ENST00000291386.4	ENSG00000160075.12	SSU72	20.389322	16.982393	13.004019	13.195866
ENST00000378726.1	ENSG00000160075.12	SSU72	0.122399	0.890977	0.332739	1.306045
ENST00000378725.3	ENSG00000160075.12	SSU72	0.000474	0.024693	0.036971	0.010012
ENST00000359060.5	ENSG00000160075.12	SSU72	2.959154	4.45741	1.905237	4.102956
ENST00000366221.3	ENSG00000215014.5	RP5-832C2.5	0.922446	0.959068	0.716422	0.16568
ENST00000422725.4	ENSG00000228594.4	FNDC10	1.039908	2.209493	0.199959	4.361168
ENST00000607222.1	ENSG00000272106.1	RP11-345P4.9	5.865117	3.877044	2.063768	3.01511
ENST00000480991.1	ENSG00000189339.12	SLC35E2B	0.887926	0	0	0
ENST00000596308.1	ENSG00000269737.2	RP11-345P4.6	0.41731	0.830312	0.489455	0.555879
ENST00000478901.1	ENSG00000008128.23	CDK11A	0.068003	0	0	0.35182
ENST00000498810.1	ENSG00000008128.23	CDK11A	1.95552	0.474781	3.428449	0
ENST00000475229.2	ENSG00000215790.8	SLC35E2A	3.330241	2.202099	0	0
ENST00000497615.1	ENSG00000008130.15	NADK	0.292177	0.00536	0	0.116625
ENST00000610897.4	ENSG00000078369.18	GNB1	9.715986	0.314014	0	48.578883
ENST00000378609.9	ENSG00000078369.18	GNB1	48.225129	35.348741	25.5429	0
ENST00000461893.5	ENSG00000078369.18	GNB1	0.228428	1.192589	0.506097	1.023437
ENST00000472614.2	ENSG00000078369.18	GNB1	1.186648	0.113127	0.060425	0
ENST00000607589.1	ENSG00000078369.18	GNB1	0.228938	0.518512	1.517126	0.347
ENST00000471223.1	ENSG00000116213.16	WRAP73	0.051287	0.065129	0	0
ENST00000624167.1	ENSG00000227372.12	TP73-AS1	0.74796	0.278918	0.210201	2.762289
ENST00000452079.5	ENSG00000227372.12	TP73-AS1	1.695184	0	0	0
ENST00000650039.1	ENSG00000227372.12	TP73-AS1	0.331271	0	0	0
ENST00000452264.1	ENSG00000235169.11	SMIM1	0.007959	0	0	0
ENST00000462356.5	ENSG00000130764.10	LRRC47	4.594563	6.742628	2.317289	0
ENST00000607459.1	ENSG00000272153.1	RP1-286D6.5	3.753416	3.209122	0.776931	0
ENST00000449232.1	ENSG00000229280.1	EEF1DP6	0.411685	0	0	0
ENST00000484420.1	ENSG00000116198.14	CEP104	2.076932	0.058671	0	0
ENST00000495701.1	ENSG00000116198.14	CEP104	0.12146	0.004615	0.144596	0
ENST00000481945.1	ENSG00000169598.17	DFFB	0.499754	0.01947	0	0
ENST00000612080.1	ENSG00000273874.1	MIR6859-2	0.04758	0.067662	0	0
ENST00000450734.1	ENSG00000228463.10	AP006222.1	0.175999	0.596644	0.744892	0.974651
ENST00000458203.2	ENSG00000236679.2	RPL23AP24	0.084839	0.026538	0	0
ENST00000426406.4	ENSG00000284733.2	OR4F29	0.009189	0	0	0.061784
ENST00000416931.1	ENSG00000225972.1	MTND1P23	125.451608	57.40162	32.182564	178.483567
ENST00000457540.1	ENSG00000225630.1	MTND2P28	177.035493	372.371926	289.452299	288.26757
ENST00000414273.1	ENSG00000237973.1	MTCO1P12	1010.342388	807.917588	984.050957	1842.998374
ENST00000427426.1	ENSG00000229344.1	MTCO2P12	492.034512	9.189872	18.350404	144.094299
ENST00000467115.1	ENSG00000240409.1	MTATP8P1	11.807081	1.467743	0.903976	13.863391
ENST00000514057.1	ENSG00000248527.1	MTATP6P1	233.88501	688.162806	526.699125	555.924423
ENST00000416718.2	ENSG00000198744.5	MTCO3P12	807.289429	68.212507	59.447606	517.278733
ENST00000585826.1	ENSG00000237491.10	LINC01409	0.130945	0.028605	0.049109	0.319338
ENST00000592547.1	ENSG00000237491.10	LINC01409	0.030715	0.368302	0.264374	0.357742
ENST00000591702.1	ENSG00000237491.10	LINC01409	0.895773	0.586385	2.206074	1.117666
ENST00000473798.1	ENSG00000225880.5	LINC00115	0.575144	0.89533	0.588499	0.391872
ENST00000425657.1	ENSG00000228794.10	LINC01128	0.239951	0.027227	0.300898	0.27348
ENST00000473653.1	ENSG00000049246.15	PER3	0.298624	0	0	0
ENST00000602883.1	ENSG00000049246.15	PER3	0.499828	0.281555	1.484735	1.532832
ENST00000493678.5	ENSG00000116288.13	PARK7	6.500724	12.093087	25.812075	0
ENST00000338639.10	ENSG00000116288.13	PARK7	40.067563	27.588976	36.82377	97.880021
ENST00000465354.5	ENSG00000116288.13	PARK7	1.603746	0.29989	1.405314	2.736368
ENST00000363474.1	ENSG00000200344.1	Y_RNA	0.251301	0	0	0.563257
ENST00000490738.5	ENSG00000171735.19	CAMTA1	0.61337	1.346468	1.105575	0
ENST00000476163.5	ENSG00000171735.19	CAMTA1	5.652915	7.648758	5.963688	0
ENST00000473578.5	ENSG00000171735.19	CAMTA1	2.405219	11.415924	25.58725	23.837726
ENST00000461311.1	ENSG00000171735.19	CAMTA1	0.03394	2.242506	3.704363	8.736289
ENST00000433407.1	ENSG00000227950.1	RP11-312B8.2	1.427941	4.609991	3.78448	3.279423
ENST00000602916.1	ENSG00000269978.1	RP11-338N10.3	1.015215	0	0	0
ENST00000054666.11	ENSG00000049245.13	VAMP3	43.324867	40.490934	37.286545	42.924373
ENST00000470357.1	ENSG00000049245.13	VAMP3	5.437108	2.956139	8.979636	4.642113
ENST00000602406.1	ENSG00000269925.1	RP3-467L1.6	2.155165	0.389289	1.961433	1.199427
ENST00000487194.1	ENSG00000049245.13	VAMP3	1.787026	2.919708	1.80916	1.433681
ENST00000428161.6	ENSG00000069424.15	KCNAB2	1.237343	0	0	0
ENST00000352527.6	ENSG00000069424.15	KCNAB2	6.882217	6.926304	0	0
ENST00000602612.5	ENSG00000069424.15	KCNAB2	0.068335	0	0	0
ENST00000481789.2	ENSG00000069424.15	KCNAB2	1.52306	3.419887	0	0
ENST00000666299.1	ENSG00000069424.15	KCNAB2	0.009521	0.602377	0	0
ENST00000652845.1	ENSG00000069424.15	KCNAB2	0.014872	0.503419	0	0
ENST00000663419.1	ENSG00000069424.15	KCNAB2	0.042604	0.01992	0	0
ENST00000607670.1	ENSG00000271746.1	RP1-202O8.3	0.061937	0.905083	0.169886	0.442022
ENST00000377705.6	ENSG00000162408.11	NOL9	4.440063	5.741363	0	0
ENST00000464383.1	ENSG00000162408.11	NOL9	0.132788	1.051631	0.834272	13.38131
ENST00000462798.1	ENSG00000162408.11	NOL9	0.515379	1.387647	2.284297	3.316514
ENST00000460777.1	ENSG00000162408.11	NOL9	0.09563	0.568083	0.385492	0
ENST00000498342.5	ENSG00000204859.13	ZBTB48	0.080057	0.101193	0	0
ENST00000466941.1	ENSG00000204859.13	ZBTB48	0.239629	0.12061	0	0.667668
ENST00000435277.1	ENSG00000231181.1	RP13-15M17.1	2.190693	0.460594	0.252699	2.393879
ENST00000464367.1	ENSG00000142599.19	RERE	0.235414	0.327422	0.06952	0.075865
ENST00000437586.1	ENSG00000234619.1	RPL7P11	3.272337	6.838217	7.707124	10.442103
ENST00000428803.2	ENSG00000224315.2	RPL7P7	2.30045	1.827702	1.095174	2.364521
ENST00000410579.2	ENSG00000222511.2	Y_RNA	0.258281	1.60007	4.50488	2.886688
ENST00000436229.2	ENSG00000229716.2	RPL23AP19	0.118863	0	0	0
ENST00000234590.10	ENSG00000074800.16	ENO1	169.036886	82.185742	48.846381	0
ENST00000464920.2	ENSG00000074800.16	ENO1	3.366624	24.986474	2.510442	0
ENST00000645609.1	ENSG00000074800.16	ENO1	0.171516	0.162016	2.432962	0
ENST00000492343.2	ENSG00000074800.16	ENO1	2.074199	2.052584	1.163922	0
ENST00000425872.1	ENSG00000238249.2	HMGN2P17	2.467873	0.262339	1.144601	2.514423
ENST00000431968.2	ENSG00000232663.2	RP3-477M7.6	0.149977	0	0	0
ENST00000487492.1	ENSG00000142583.18	SLC2A5	0.012574	0.070254	0	0
ENST00000464286.1	ENSG00000171603.18	CLSTN1	0.026947	0.082718	0.022032	0
ENST00000488540.5	ENSG00000162441.12	LZIC	0.879818	0.708838	0.995555	1.429429
ENST00000471853.1	ENSG00000162441.12	LZIC	0.051031	0.072332	0.034907	0.216907
ENST00000253251.12	ENSG00000130939.20	UBE4B	24.817278	21.347137	8.45854	22.393342
ENST00000456484.1	ENSG00000224340.1	RP11-496H15.2	0.025602	0	0.391407	0
ENST00000462658.1	ENSG00000130939.20	UBE4B	0.0514	0.242874	0.026732	0.093932
ENST00000487244.5	ENSG00000130939.20	UBE4B	0.021103	0.210794	0.036948	0.124407
ENST00000362692.1	ENSG00000199562.1	RNU6-37P	0.241906	0.697473	0.192343	0.813301
ENST00000584329.2	ENSG00000264501.2	RN7SL731P	0.061348	0	0.002507	0.37951
ENST00000470616.1	ENSG00000054523.19	KIF1B	0.057443	3.706319	0.030622	0.134001
ENST00000270776.13	ENSG00000142657.21	PGD	63.330292	53.601125	0	0
ENST00000465632.5	ENSG00000142657.21	PGD	0.006746	0.012915	0.008542	0
ENST00000493288.1	ENSG00000142657.21	PGD	0.022459	0.080816	0.02493	0.36476
ENST00000496718.1	ENSG00000142657.21	PGD	3.400541	0.395277	0.365048	0.760572
ENST00000464507.1	ENSG00000175279.22	CENPS	0.91872	1.976392	3.012985	4.793598
ENST00000376810.6	ENSG00000120942.14	UBIAD1	4.515483	7.320168	5.627017	9.322578
ENST00000376692.9	ENSG00000116670.15	MAD2L2	5.156999	0	0	0
ENST00000456915.1	ENSG00000116670.15	MAD2L2	0.101626	0	0	0
ENST00000376664.10	ENSG00000116670.15	MAD2L2	0.069148	0	0	0
ENST00000641909.1	ENSG00000177000.13	MTHFR	0.300988	0.453721	0	0
ENST00000492256.1	ENSG00000116691.11	MIIP	0.063948	0	0	0
ENST00000478299.1	ENSG00000116691.11	MIIP	0.274307	0.227796	0	2.531064
ENST00000240185.8	ENSG00000120948.19	TARDBP	24.953525	17.443346	18.280251	66.764703
ENST00000618606.1	ENSG00000120948.19	TARDBP	0.9335	5.287984	11.096429	2.651658
ENST00000607145.1	ENSG00000120948.19	TARDBP	7.018086	1.080042	5.823689	7.485318
ENST00000475189.1	ENSG00000116649.10	SRM	0.166535	0.201649	0.280237	0.573738
ENST00000376957.7	ENSG00000116649.10	SRM	35.341009	42.264272	0	0
ENST00000490101.1	ENSG00000116649.10	SRM	0.093953	1.256614	0.103796	0.247247
ENST00000487300.1	ENSG00000116649.10	SRM	0.046611	0.024564	0	0
ENST00000498576.1	ENSG00000171824.14	EXOSC10	0.410069	0.015462	0.007019	0.021949
ENST00000472078.1	ENSG00000171824.14	EXOSC10	0.244874	0.205885	0.25538	0.236792
ENST00000473471.5	ENSG00000198793.13	MTOR	0.10702	0.549287	0.790424	0.854173
ENST00000517277.1	ENSG00000253086.1	RNU6-537P	0.991241	0.338128	0	0
ENST00000438808.1	ENSG00000224904.1	SBF1P2	0.020449	0	0	0
ENST00000666735.1	ENSG00000285646.2	RP5-934G17.7	1.74692	0.566896	1.816445	0.294994
ENST00000362477.1	ENSG00000199347.1	RNU5E-1	2.7e-05	0.002013	0.785704	0
ENST00000364931.1	ENSG00000201801.1	RNU5E-4P	0.2157	0	0	0
ENST00000465920.1	ENSG00000083444.17	PLOD1	0.01708	0.184076	0	0.514089
ENST00000470133.1	ENSG00000083444.17	PLOD1	0.012097	0	0	0
ENST00000481933.1	ENSG00000083444.17	PLOD1	0.078378	0	0	0
ENST00000675781.1	ENSG00000116688.18	MFN2	3.352502	3.005504	2.344351	0
ENST00000676295.1	ENSG00000116688.18	MFN2	1.906635	2.135292	4.061757	0
ENST00000323770.8	ENSG00000179412.11	HNRNPCL4	0.079496	0.013575	0	0.250875
ENST00000681473.1	ENSG00000277058.3	HNRNPCL3	0.062834	0.137801	0.086428	0.108856
ENST00000439324.2	ENSG00000227875.2	RPL23AP89	0.250945	0.180477	0	0
ENST00000584158.1	ENSG00000263676.1	MIR4632	0	0.764648	0	0
ENST00000453852.2	ENSG00000225196.2	RPL10P17	0.040956	0	0	0
ENST00000473099.1	ENSG00000048707.15	VPS13D	0.417986	0.186024	0.004747	0
ENST00000375980.9	ENSG00000142634.13	EFHD2	2.6106	4.411685	0	0
ENST00000454346.1	ENSG00000235084.3	CHCHD2P6	4.180213	5.636181	2.548705	5.489858
ENST00000479655.1	ENSG00000116138.13	DNAJC16	0.015387	0.275151	2.291281	0.478081
ENST00000490811.1	ENSG00000116138.13	DNAJC16	0.044991	1.334569	2.184335	0.445273
ENST00000606262.1	ENSG00000271742.1	RP4-680D5.9	0.022469	0	0	0
ENST00000486680.1	ENSG00000197312.12	DDI2	0.03809	0	0	0
ENST00000345034.1	ENSG00000215695.1	RSC1A1	10.172238	3.769587	0.425228	20.09338
ENST00000431782.1	ENSG00000224321.1	RPL12P14	6.822128	0.253462	0.433379	7.142742
ENST00000483273.2	ENSG00000233954.6	UQCRHL	4.668708	8.721486	0.33342	10.590502
ENST00000517276.1	ENSG00000253085.1	ENSG10010140100.1	0.199107	0.717593	0	0.669408
ENST00000343137.8	ENSG00000116731.22	PRDM2	25.964439	7.587699	0	0
ENST00000321418.6	ENSG00000178715.8	RP11-169K16.8	44.508609	60.138967	27.496956	45.046077
ENST00000438066.1	ENSG00000065526.12	SPEN	0.447582	0.092563	0.164616	0
ENST00000471538.1	ENSG00000065526.12	SPEN	0.027083	0.189866	0.157781	0
ENST00000442985.1	ENSG00000065526.12	SPEN	0.003407	0.045205	0	0
ENST00000487496.1	ENSG00000065526.12	SPEN	0.425649	0.266033	0	0
ENST00000416882.2	ENSG00000234607.2	RP11-5P18.1	0.163466	0.553426	0	1.017587
ENST00000509392.1	ENSG00000159363.19	ATP13A2	0.374583	0	0	0
ENST00000671994.1	ENSG00000288398.1	RP4-733M16.8	0.65512	0.713262	0.104724	0.39229
ENST00000421314.1	ENSG00000233929.1	MT1XP1	1.588754	0.264146	0	0.545843
ENST00000375592.8	ENSG00000037637.11	FBXO42	4.245025	6.130222	0	0
ENST00000456164.5	ENSG00000037637.11	FBXO42	0.855121	0.345055	0	0
ENST00000478089.1	ENSG00000037637.11	FBXO42	0.127548	0.233978	0.280973	0
ENST00000471507.5	ENSG00000055070.17	SZRD1	1.023004	0.094362	0	0
ENST00000401089.3	ENSG00000055070.17	SZRD1	18.195774	9.524938	0	5.194098
ENST00000445689.1	ENSG00000226457.1	RPL22P3	8.265246	9.679076	8.259805	12.817193
ENST00000375499.8	ENSG00000117118.10	SDHB	16.048482	13.281407	0	25.30357
ENST00000485092.5	ENSG00000117118.10	SDHB	0.04479	1.054484	0.350592	0.309884
ENST00000475506.1	ENSG00000117118.10	SDHB	0.290254	0.52666	0.217614	0.605731
ENST00000466613.2	ENSG00000117118.10	SDHB	0.01731	0.31684	0	0.090405
ENST00000509727.1	ENSG00000157191.20	NECAP2	0.046546	0.566294	0.528101	6.284999
ENST00000383925.1	ENSG00000206652.1	RNU1-1	0.05261	0.517406	0.246707	0.117916
ENST00000562878.1	ENSG00000261135.1	RP4-798A10.7	0.933621	0.300424	0.25227	0.373121
ENST00000599908.1	ENSG00000219481.10	NBPF1	0.88691	2.607005	1.939912	4.580401
ENST00000607700.1	ENSG00000271732.1	RP5-1182A14.5	4.99057	0.913608	0.416693	0.51341
ENST00000419267.1	ENSG00000236698.1	EIF1AXP1	20.243845	26.885264	56.706778	19.827479
ENST00000671472.1	ENSG00000238142.2	RP11-108M9.4	0.452732	0.257097	0	0
ENST00000457075.1	ENSG00000238142.2	RP11-108M9.4	1.432585	1.152766	0	0
ENST00000666544.1	ENSG00000238142.2	RP11-108M9.4	0.13921	0.324411	0.043508	0.622781
ENST00000468945.1	ENSG00000159339.13	PADI4	0.056827	0.226757	0	0
ENST00000596113.1	ENSG00000235282.3	DYNLL1P3	0.097308	0	0	0
ENST00000486095.1	ENSG00000236216.5	PPP1R11P1	0.269624	0	0	1.388666
ENST00000481504.2	ENSG00000187952.9	HS6ST1P1	0.020975	0.037799	0	0.141043
ENST00000606379.1	ENSG00000272084.1	RP5-1126H10.2	0.036992	0.218833	0.466695	0.146155
ENST00000375225.7	ENSG00000127481.15	UBR4	0.088202	0.139681	0.485733	0.21085
ENST00000375224.1	ENSG00000127481.15	UBR4	0.756436	7.445334	16.861156	0
ENST00000459947.5	ENSG00000127481.15	UBR4	0.493766	0.893224	0.988963	1.272251
ENST00000492606.1	ENSG00000127481.15	UBR4	0.3653	0.364718	0.835054	0.447303
ENST00000483922.1	ENSG00000127481.15	UBR4	0.474453	0.42027	0.726374	0.404019
ENST00000466969.1	ENSG00000127481.15	UBR4	0.004081	0.18744	0.563339	0.002932
ENST00000375218.3	ENSG00000127481.15	UBR4	0.061891	0.105817	0.244612	0.265652
ENST00000465036.1	ENSG00000127481.15	UBR4	1.026723	0.026041	0.075802	0.049451
ENST00000419533.1	ENSG00000127481.15	UBR4	0.177128	0	0.984007	0
ENST00000480380.1	ENSG00000127463.15	EMC1	1.237183	5.582513	2.214579	4.072975
ENST00000461353.1	ENSG00000127463.15	EMC1	0.429144	5.876978	0.697854	9.915167
ENST00000486238.1	ENSG00000127463.15	EMC1	0.001453	0.107752	0	0
ENST00000462505.1	ENSG00000127463.15	EMC1	0.118896	0.314973	0	0
ENST00000235835.8	ENSG00000053371.13	AKR7A2	9.188837	7.972326	0	0
ENST00000492217.1	ENSG00000053371.13	AKR7A2	0.117497	0.022463	0	0
ENST00000264202.8	ENSG00000077549.19	CAPZB	36.370815	20.62203	43.938224	0
ENST00000482808.2	ENSG00000077549.19	CAPZB	10.032372	1.205638	0.460651	0
ENST00000674299.1	ENSG00000077549.19	CAPZB	0.109557	1.305155	0.900111	4.441817
ENST00000375144.6	ENSG00000077549.19	CAPZB	4.888194	6.609528	1.894295	0
ENST00000674278.1	ENSG00000077549.19	CAPZB	0.550344	1.40215	1.362114	2.478054
ENST00000457263.1	ENSG00000226396.1	RP5-1056L3.3	111.58925	38.521754	11.542499	30.916732
ENST00000375071.4	ENSG00000158825.6	CDA	2.035237	3.02593	0	0
ENST00000415136.6	ENSG00000244038.11	DDOST	26.652915	28.135001	5.051539	0
ENST00000602624.7	ENSG00000244038.11	DDOST	2.870689	0.103292	0.18967	0
ENST00000475210.1	ENSG00000244038.11	DDOST	0.026766	0.45508	0.01328	0.783846
ENST00000477229.1	ENSG00000244038.11	DDOST	0.072601	0.120439	0	0
ENST00000438032.6	ENSG00000127483.19	HP1BP3	12.086464	13.300061	10.060295	11.32553
ENST00000375003.6	ENSG00000127483.19	HP1BP3	2.593838	2.313679	3.733732	3.714108
ENST00000491748.1	ENSG00000127483.19	HP1BP3	0.064418	0.097715	2.417934	0.472071
ENST00000424732.5	ENSG00000127483.19	HP1BP3	0.134494	0.228027	0	0
ENST00000487117.1	ENSG00000127483.19	HP1BP3	1.345332	1.298098	1.417263	1.284864
ENST00000437575.5	ENSG00000127483.19	HP1BP3	0.002601	0	0	0
ENST00000264211.12	ENSG00000075151.23	EIF4G3	0.186073	16.263864	18.215112	0
ENST00000420703.1	ENSG00000233072.1	RPS15AP6	0.110184	0.054711	0.182238	3.855134
ENST00000431514.2	ENSG00000236073.2	RP11-487E1.2	2.713438	0.05408	0.447408	1.114064
ENST00000308271.14	ENSG00000090686.16	USP48	16.340952	12.504642	0	0
ENST00000471752.1	ENSG00000090686.16	USP48	0.562519	0.932454	2.668635	1.338589
ENST00000421625.6	ENSG00000090686.16	USP48	3.56355	3.430996	0	0
ENST00000489108.1	ENSG00000090686.16	USP48	0.862454	0.048001	0	0
ENST00000423231.1	ENSG00000232037.3	RP11-26H16.1	14.070066	2.201084	0.893394	15.893432
ENST00000642137.1	ENSG00000285794.1	RP1-224A6.10	4.427347	7.485378	0	5.596828
ENST00000604049.1	ENSG00000271428.1	MPHOSPH6P1	7.807322	1.752319	2.511252	1.436514
ENST00000487348.1	ENSG00000234397.3	PPIAP34	0.10523	0	0	0
ENST00000605350.1	ENSG00000271420.1	RP5-1057J7.7	0.068582	0	0	0
ENST00000577915.1	ENSG00000263793.1	MIR3115	2.167569	0.228645	0	1.279752
ENST00000481879.1	ENSG00000004487.17	KDM1A	1.835699	1.106116	1.063435	0.642726
ENST00000583845.1	ENSG00000266802.1	ENSG00000266802	3.090759	1.381133	2.053217	0.973201
ENST00000602503.1	ENSG00000004487.17	KDM1A	2.565351	1.67464	2.461093	3.33287
ENST00000450968.1	ENSG00000229010.1	RP5-979D14.1	0.063286	0	0.161252	0
ENST00000384208.1	ENSG00000206935.1	RNU6-514P	1.592548	0	0.664459	0
ENST00000516769.1	ENSG00000252578.1	RNU6-135P	1.110532	1.564021	5.724083	0
ENST00000442089.1	ENSG00000215381.3	RP5-1057J7.1	2.175077	0	0.235906	0.215455
ENST00000470941.5	ENSG00000125944.21	HNRNPR	11.24806	0.452557	0.608325	0
ENST00000490652.1	ENSG00000125944.21	HNRNPR	4.837967	0	2.478436	0
ENST00000335648.3	ENSG00000249087.7	ZNF436-AS1	0.060975	0.300883	0.163812	0.527689
ENST00000374550.8	ENSG00000142676.14	RPL11	467.722262	188.735287	142.30211	400.36732
ENST00000443624.6	ENSG00000142676.14	RPL11	235.489154	383.967191	271.541183	916.31651
ENST00000643754.2	ENSG00000142676.14	RPL11	98.785545	12.915016	8.837686	72.525258
ENST00000458455.2	ENSG00000142676.14	RPL11	290.675279	854.812812	721.838397	278.003915
ENST00000482370.2	ENSG00000142676.14	RPL11	8.056636	1.324168	2.850808	1.94381
ENST00000246151.9	ENSG00000057757.10	PITHD1	21.420448	0	0	0
ENST00000415372.1	ENSG00000057757.10	PITHD1	0.835447	0.180514	0	0
ENST00000456977.5	ENSG00000117308.15	GALE	1.39199	0.564745	0	0
ENST00000421430.2	ENSG00000230228.2	H3P1	2.90992	0.126749	0	2.169773
ENST00000485841.5	ENSG00000188529.15	SRSF10	0.59442	3.392789	1.806689	16.466336
ENST00000338597.9	ENSG00000188529.15	SRSF10	0.004707	0.043052	0.836624	0.64325
ENST00000495785.1	ENSG00000188529.15	SRSF10	0.22599	2.14081	1.787919	0
ENST00000473754.1	ENSG00000188529.15	SRSF10	0.05056	0.206303	0.59528	1.051596
ENST00000485292.1	ENSG00000188529.15	SRSF10	0.035554	0.587125	0.143866	0
ENST00000469303.1	ENSG00000188529.15	SRSF10	0.016784	0.144946	0.178882	0
ENST00000374315.1	ENSG00000162430.18	SELENON	23.711012	0	0	0
ENST00000536896.2	ENSG00000228172.5	RP1-317E23.3	0.726478	0.400052	0.310207	0.815201
ENST00000466284.1	ENSG00000117640.18	MTFR1L	8.834601	0	0	0
ENST00000497956.1	ENSG00000117640.18	MTFR1L	1.669973	0	9.636352	0
ENST00000384572.1	ENSG00000207302.1	Y_RNA	0.777825	0	0.671852	0
ENST00000455785.7	ENSG00000117632.23	STMN1	30.914204	8.272117	46.417819	47.007137
ENST00000465604.1	ENSG00000117632.23	STMN1	7.625603	9.67585	12.191521	30.971551
ENST00000485226.1	ENSG00000117632.23	STMN1	2.507569	0.415314	0.378588	0.918439
ENST00000580971.1	ENSG00000283938.1	MIR3917	0.549353	0.32785	0.352348	0.052787
ENST00000538532.6	ENSG00000117602.13	RCAN3	1.076857	0	0	0
ENST00000466910.5	ENSG00000133226.17	SRRM1	0.001018	0.053261	0	0
ENST00000468822.5	ENSG00000133226.17	SRRM1	0.011349	0.367036	0.483274	0
ENST00000462710.5	ENSG00000133226.17	SRRM1	3.916709	5.300253	8.925764	3.159215
ENST00000479034.5	ENSG00000133226.17	SRRM1	68.093512	36.457102	32.316906	96.275374
ENST00000494934.5	ENSG00000133226.17	SRRM1	0.005744	0.020056	0.025037	0
ENST00000495561.1	ENSG00000133226.17	SRRM1	0.02915	0.090832	0.164301	0
ENST00000496882.5	ENSG00000133226.17	SRRM1	1.446948	3.414002	0.045051	4.13531
ENST00000461768.5	ENSG00000133226.17	SRRM1	0.137664	0.345628	0.068534	0.021442
ENST00000485541.1	ENSG00000133226.17	SRRM1	0.456326	0.876654	1.29225	0.826166
ENST00000488317.1	ENSG00000133226.17	SRRM1	1.747193	1.984953	1.984411	1.666086
ENST00000489130.2	ENSG00000133226.17	SRRM1	1.129365	1.260889	0.423308	1.122704
ENST00000474843.1	ENSG00000133226.17	SRRM1	2.347968	1.942618	0.887856	1.947958
ENST00000489758.1	ENSG00000169504.15	CLIC4	0.075398	0.126852	0.131128	0.298598
ENST00000459588.1	ENSG00000238482.1	RNU6-1208P	0.766036	0	0	0
ENST00000474160.1	ENSG00000117614.10	SYF2	0.062659	0.395703	0.339424	0.055344
ENST00000641729.1	ENSG00000284602.1	RP3-465N24.7	0.233431	0.684105	0.306704	0.238419
ENST00000641059.1	ENSG00000284657.1	RP3-465N24.8	0.001045	0.693107	0	0
ENST00000491378.1	ENSG00000117616.18	RSRP1	0.020953	0.1327	1.952295	0.124975
ENST00000607698.1	ENSG00000272432.1	RP3-465N24.6	0.106738	0.509072	0	0.603082
ENST00000414693.1	ENSG00000224183.1	SDHDP6	0.944814	1.617628	0	1.170876
ENST00000498135.5	ENSG00000183726.11	TMEM50A	0.635196	1.717	0.847524	0
ENST00000480937.5	ENSG00000183726.11	TMEM50A	0.067863	0.057263	0	0
ENST00000374358.5	ENSG00000183726.11	TMEM50A	27.269176	41.597069	54.089668	42.744199
ENST00000487234.1	ENSG00000183726.11	TMEM50A	0.675032	0.875764	0.946256	0.365695
