reference_id	ref_gene_id	ref_gene_name	SRR2753092	SRR2753098	SRR2753106	SRR2753116
ENST00000618792.1	ENSG00000274258.1	MIR6728	0	0	0.546578	4.128435
ENST00000377093.9	ENSG00000054523.19	KIF1B	0	0	3.050259	0
ENST00000487188.1	ENSG00000048707.15	VPS13D	0	0	0.343746	0
ENST00000654227.1	ENSG00000238142.2	RP11-108M9.4	0	0	0.169268	0
ENST00000422124.1	ENSG00000238142.2	RP11-108M9.4	0	0	0.176673	0
ENST00000606899.1	ENSG00000272426.1	RP11-108M9.6	0	0	0.96539	0
ENST00000497018.1	ENSG00000127481.15	UBR4	0	0	0.006218	0
ENST00000363533.1	ENSG00000200403.1	RNU6-1099P	0	0	1.049147	0
ENST00000419948.5	ENSG00000127483.19	HP1BP3	0	0	0.021578	0
ENST00000302271.11	ENSG00000125944.21	HNRNPR	0	0	9.001828	0
ENST00000470035.1	ENSG00000204178.11	MACO1	0	0	0.052502	0
ENST00000567741.1	ENSG00000117616.18	RSRP1	0	0	1.556015	0
ENST00000603670.1	ENSG00000270733.1	RP11-231P20.5	0	0	0.209048	0
ENST00000440710.1	ENSG00000229786.1	SNRPFP2	0	0	0.320526	0.462274
ENST00000525582.1	ENSG00000117676.14	RPS6KA1	0	0	0.146291	0
ENST00000602843.1	ENSG00000270031.1	RP3-426I6.6	0	0	0.28664	0
ENST00000495995.5	ENSG00000180098.9	TRNAU1AP	0	0	0.573149	0
ENST00000408289.1	ENSG00000221216.1	RNU6ATAC27P	0	0	3.325311	0
ENST00000443076.1	ENSG00000186056.10	MATN1-AS1	0	0	1.452687	0
ENST00000444107.1	ENSG00000224333.1	GAPDHP20	0	0	0.282412	0.151232
ENST00000492989.1	ENSG00000121774.18	KHDRBS1	0	0	0.003506	0
ENST00000373625.8	ENSG00000025800.14	KPNA6	0	0	15.765251	0
ENST00000373475.10	ENSG00000116497.18	S100PBP	0	0	15.053183	0
ENST00000364672.1	ENSG00000201542.1	SNORA62	0	0	0.676999	0
ENST00000494695.4	ENSG00000214114.9	MYCBP	0	0	0.811033	0
ENST00000372969.8	ENSG00000168653.11	NDUFS5	0	0	18.296195	0
ENST00000373055.6	ENSG00000134690.11	CDCA8	0	0	2.427696	0
ENST00000373027.5	ENSG00000204084.13	INPP5B	0	0	13.828403	0
ENST00000289893.8	ENSG00000127603.31	MACF1	0	0	3.187	0
ENST00000392713.3	ENSG00000213172.3	RP1-228H13.2	0	0	0.170089	0
ENST00000372703.1	ENSG00000164002.12	EXO5	0	0	0.654798	0
ENST00000415550.6	ENSG00000164002.12	EXO5	0	0	1.877493	0
ENST00000525349.1	ENSG00000066136.20	NFYC	0	0	0.050572	0
ENST00000372616.1	ENSG00000171793.16	CTPS1	0	0	6.676617	0
ENST00000649215.1	ENSG00000171793.16	CTPS1	0	0	2.175548	0
ENST00000478882.1	ENSG00000117399.14	CDC20	0	0	0.085161	0
ENST00000487209.5	ENSG00000066322.15	ELOVL1	0	0	1.129354	0
ENST00000478140.1	ENSG00000198198.17	SZT2	0	0	0.307988	0
ENST00000660910.1	ENSG00000186409.18	CCDC30	0	0	2.253766	0
ENST00000514642.1	ENSG00000186409.18	CCDC30	0	0	0.409386	0
ENST00000332220.10	ENSG00000065978.19	YBX1	0	0	0.091205	0
ENST00000262741.10	ENSG00000117461.15	PIK3R3	0	0	3.802624	0
ENST00000488808.1	ENSG00000117461.15	PIK3R3	0	0	0.236829	0
ENST00000629670.1	ENSG00000280670.3	CCDC163	0	0	1.171652	0
ENST00000629893.1	ENSG00000132780.17	NASP	0	0	0.40468	0
ENST00000526821.5	ENSG00000123472.12	ATPAF1	0	0	0.029808	0
ENST00000329231.8	ENSG00000123472.12	ATPAF1	0	0	0.017411	0
ENST00000682940.1	ENSG00000123473.17	STIL	0	0	0.581985	0
ENST00000418131.1	ENSG00000123473.17	STIL	0	0	0.879983	4.420765
ENST00000622945.1	ENSG00000279324.1	RP11-93G23.2	0	0	0.222431	0
ENST00000396153.7	ENSG00000185104.20	FAF1	0	0	4.180871	0
ENST00000469134.1	ENSG00000157077.16	ZFYVE9	0	0	0.446899	0
ENST00000492426.1	ENSG00000154222.15	CC2D1B	0	0	1.485777	0
ENST00000459962.1	ENSG00000162407.9	PLPP3	0	0	0.052713	0
ENST00000476933.1	ENSG00000162600.12	OMA1	0	0	0.08059	0
ENST00000447329.5	ENSG00000237352.4	LINC01358	0	0	2.297534	0
ENST00000424308.1	ENSG00000237352.4	LINC01358	0	0	0.260557	0
ENST00000480952.1	ENSG00000058804.12	NDC1	0	0	0.419036	0
ENST00000444055.1	ENSG00000225183.1	RP4-758J24.4	0	0	0.149364	0
ENST00000371281.4	ENSG00000243725.7	TTC4	0	0	6.212457	0
ENST00000486621.1	ENSG00000243725.7	TTC4	0	0	0.032072	0
ENST00000294383.7	ENSG00000162402.14	USP24	0	0	18.957506	0
ENST00000371185.6	ENSG00000162599.17	NFIA	0	0	1.331985	0
ENST00000453229.1	ENSG00000235545.1	RP11-230B22.1	0	0	0.115032	0
ENST00000452143.5	ENSG00000162607.13	USP1	0	0	0.098876	0
ENST00000371146.5	ENSG00000162607.13	USP1	0	0	3.499388	0
ENST00000461039.1	ENSG00000203965.13	EFCAB7	0	0	0.59098	0
ENST00000371072.8	ENSG00000162437.14	RAVER2	0	0	4.450267	0
ENST00000439662.1	ENSG00000231622.1	RPS29P7	0	0	1.241848	0.508906
ENST00000489510.1	ENSG00000152760.10	DYNLT5	0	0	3.988679	0
ENST00000235345.6	ENSG00000116704.8	SLC35D1	0	0	7.72867	0
ENST00000371000.5	ENSG00000081985.13	IL12RB2	0	0	15.844962	0
ENST00000674203.2	ENSG00000081985.13	IL12RB2	0	0	17.899421	0
ENST00000464236.1	ENSG00000118454.13	ANKRD13C	0	0	1.253615	0
ENST00000463724.1	ENSG00000162620.16	LRRIQ3	0	0	0.195433	0
ENST00000417775.5	ENSG00000116791.14	CRYZ	0	0	4.278369	0
ENST00000370870.5	ENSG00000116791.14	CRYZ	0	0	0.552435	0
ENST00000422522.1	ENSG00000226324.1	RP11-115M14.1	0	0	1.025296	0.348092
ENST00000491266.5	ENSG00000137955.16	RABGGTB	0	0	0.370944	0
ENST00000357428.5	ENSG00000077254.14	USP33	0	0	4.027881	0
ENST00000462192.1	ENSG00000077254.14	USP33	0	0	0.392644	0.369224
ENST00000476203.2	ENSG00000180488.15	MIGA1	0	0	0.911994	2.229393
ENST00000487931.1	ENSG00000162616.9	DNAJB4	0	0	1.39324	0
ENST00000484662.1	ENSG00000162616.9	DNAJB4	0	0	0.880627	0
ENST00000459708.1	ENSG00000117155.17	SSX2IP	0	0	0.575305	0
ENST00000370668.7	ENSG00000203943.9	SAMD13	0	0	2.663524	0
ENST00000476054.5	ENSG00000122417.15	ODF2L	0	0	0.269195	0
ENST00000486215.1	ENSG00000122417.15	ODF2L	0	0	1.444381	0
ENST00000616170.4	ENSG00000097033.14	SH3GLB1	0	0	19.62098	0
ENST00000497861.5	ENSG00000183291.17	SELENOF	0	0	0.022721	0
ENST00000619924.1	ENSG00000267272.5	LINC01140	0	0	0.018094	0
ENST00000493594.6	ENSG00000117226.12	GBP3	0	0	0.879039	0
ENST00000452808.1	ENSG00000229635.1	RP4-713B5.2	0	0	0.274069	0
ENST00000438531.1	ENSG00000229842.2	MTATP6P13	0	0	0.807859	0
ENST00000370202.5	ENSG00000122481.17	RWDD3	0	0	6.746433	0
ENST00000429959.2	ENSG00000234202.2	H3P3	0	0	0.34781	0
ENST00000370310.5	ENSG00000154511.12	DIPK1A	0	0	1.428511	0
ENST00000450843.5	ENSG00000223745.8	CCDC18-AS1	0	0	0.611198	0
ENST00000524631.5	ENSG00000185946.16	RNPC3	0	0	6.895207	0
ENST00000423855.7	ENSG00000185946.16	RNPC3	0	0	6.829961	0
ENST00000527062.5	ENSG00000185946.16	RNPC3	0	0	0.126217	0
ENST00000533834.1	ENSG00000185946.16	RNPC3	0	0	0.772972	0
ENST00000462971.1	ENSG00000240038.7	AMY2B	0	0	0.00913	0
ENST00000438318.1	ENSG00000230489.1	VAV3-AS1	0	0	0.872015	0
ENST00000643921.1	ENSG00000121957.15	GPSM2	0	0	0.117818	0
ENST00000464591.1	ENSG00000143110.12	C1orf162	0	0	0.696226	0
ENST00000608067.6	ENSG00000224699.9	LAMTOR5-AS1	0	0	0.157297	0
ENST00000363490.1	ENSG00000200360.1	RNU6-792P	0	0	0.935489	0.564792
ENST00000534200.2	ENSG00000064703.13	DDX20	0	0	0.578826	0
ENST00000679498.1	ENSG00000064703.13	DDX20	0	0	0.163964	0
ENST00000679381.1	ENSG00000064703.13	DDX20	0	0	1.565428	0
ENST00000681529.1	ENSG00000064703.13	DDX20	0	0	0.957013	0
ENST00000681747.1	ENSG00000064703.13	DDX20	0	0	0.728683	0
ENST00000680983.1	ENSG00000064703.13	DDX20	0	0	0.417695	0
ENST00000475700.1	ENSG00000064703.13	DDX20	0	0	0.017099	0
ENST00000492207.5	ENSG00000198799.12	LRIG2	0	0	1.114842	0
ENST00000466161.1	ENSG00000198799.12	LRIG2	0	0	1.121345	0
ENST00000449370.6	ENSG00000198162.12	MAN1A2	0	0	0.748412	0
ENST00000349139.6	ENSG00000065183.16	WDR3	0	0	3.687441	0
ENST00000401004.2	ENSG00000213244.3	H3P4	0	0	0.137175	0
ENST00000369390.7	ENSG00000188610.12	FAM72B	0	0	2.028516	0
ENST00000605374.1	ENSG00000271439.1	RP11-666A1.7	0	0	0.061116	0
ENST00000432512.1	ENSG00000233586.1	RP11-763B22.3	0	0	0.087531	0
ENST00000475753.2	ENSG00000227205.4	PFN1P9	0	0	0.302468	0
ENST00000419023.3	ENSG00000136631.15	VPS45	0	0	0.180119	0
ENST00000644704.1	ENSG00000136631.15	VPS45	0	0	0.174536	0.203661
ENST00000649713.1	ENSG00000180867.11	PDIA3P1	0	0	7.392947	0
ENST00000384610.1	ENSG00000207340.1	RNVU1-1	0	0	1.699852	0
ENST00000622695.1	ENSG00000277147.6	LINC00869	0	0	0.355072	0
ENST00000620190.1	ENSG00000277147.6	LINC00869	0	0	0.335447	0
ENST00000368881.8	ENSG00000159352.16	PSMD4	0	0	6.412335	0
ENST00000368884.8	ENSG00000159352.16	PSMD4	0	0	6.383448	0
ENST00000596133.1	ENSG00000268288.1	RP11-98D18.16	0	0	0.272472	0
ENST00000459254.1	ENSG00000238711.1	RNY4P25	0	0	0.380043	0.90649
ENST00000368737.5	ENSG00000163221.9	S100A12	0	0	10.874821	0
ENST00000368733.4	ENSG00000143546.10	S100A8	0	0	9.522355	0
ENST00000477801.1	ENSG00000143546.10	S100A8	0	0	0.093893	1.335081
ENST00000436748.6	ENSG00000143401.15	ANP32E	0	0	0.649512	0
ENST00000679148.1	ENSG00000143387.14	CTSK	0	0	1.427065	0
ENST00000368659.3	ENSG00000143554.14	SLC27A3	0	0	0.248591	1.998927
ENST00000648267.1	ENSG00000143612.21	C1orf43	0	0	10.929363	0
ENST00000271877.11	ENSG00000143569.19	UBAP2L	0	0	18.185835	0
ENST00000497704.3	ENSG00000266160.2	RN7SL612P	0	0	0.948174	0
ENST00000491210.1	ENSG00000163563.8	MNDA	0	0	0.794637	0
ENST00000498500.1	ENSG00000169231.13	THBS3	0	0	1.275335	0
ENST00000473331.1	ENSG00000160753.16	RUSC1	0	0	0.141161	0
ENST00000679133.1	ENSG00000116539.14	ASH1L	0	0	0.704315	0
ENST00000413175.2	ENSG00000237872.4	POU5F1P4	0	0	0.131055	0
ENST00000496324.5	ENSG00000163374.20	YY1AP1	0	0	2.293708	0
ENST00000490249.5	ENSG00000132676.16	DAP3	0	0	0.253745	0
ENST00000359511.5	ENSG00000160785.14	SLC25A44	0	0	10.863121	0
ENST00000415548.1	ENSG00000163468.15	CCT3	0	0	0.366919	0
ENST00000368256.3	ENSG00000163468.15	CCT3	0	0	1.054874	0
ENST00000497354.1	ENSG00000132716.19	DCAF8	0	0	2.340767	0
ENST00000495887.1	ENSG00000132716.19	DCAF8	0	0	0.072572	0
ENST00000322302.7	ENSG00000122223.13	CD244	0	0	0.867757	0
ENST00000486084.1	ENSG00000215845.11	TSTD1	0	0	0.138996	0
ENST00000472217.1	ENSG00000158773.14	USF1	0	0	0.80928	0
ENST00000541818.1	ENSG00000143224.18	PPOX	0	0	0.964519	0
ENST00000677033.1	ENSG00000158864.13	NDUFS2	0	0	2.170024	0
ENST00000679071.1	ENSG00000158864.13	NDUFS2	0	0	2.704849	0
ENST00000490414.1	ENSG00000158869.11	FCER1G	0	0	1.679804	0
ENST00000487578.2	ENSG00000143228.13	NUF2	0	0	0.061882	0
ENST00000531529.1	ENSG00000143228.13	NUF2	0	0	0.030746	2.540542
ENST00000627653.1	ENSG00000143198.13	MGST3	0	0	1.993209	0
ENST00000681912.1	ENSG00000118217.7	ATF6	0	0	0.021919	0
ENST00000464650.5	ENSG00000143183.18	TMCO1	0	0	0.587969	7.197552
ENST00000483228.5	ENSG00000143156.14	NME7	0	0	0.046476	0
ENST00000367805.7	ENSG00000117477.12	CCDC181	0	0	2.112106	0
ENST00000491570.2	ENSG00000117477.12	CCDC181	0	0	4.836941	0
ENST00000367762.2	ENSG00000120370.13	GORAB	0	0	0.467137	0
ENST00000367763.8	ENSG00000120370.13	GORAB	0	0	6.961569	0
ENST00000475113.1	ENSG00000120370.13	GORAB	0	0	1.954755	0
ENST00000441426.1	ENSG00000235869.1	RP1-102G20.4	0	0	0.232472	0
ENST00000616123.1	ENSG00000273629.1	U7	0	0	1.705005	0
ENST00000661267.1	ENSG00000203739.4	PRDX6-AS1	0	0	0.231482	0
ENST00000516548.1	ENSG00000252357.1	Y_RNA	0	0	0.363026	0
ENST00000649689.2	ENSG00000117593.12	DARS2	0	0	6.130953	0
ENST00000648055.1	ENSG00000117593.12	DARS2	0	0	0.149433	0
ENST00000650297.1	ENSG00000117593.12	DARS2	0	0	1.412111	0
ENST00000528443.6	ENSG00000143337.19	TOR1AIP1	0	0	8.632304	0
ENST00000579680.1	ENSG00000265435.1	MIR3121	0	0	0.498118	1.852223
ENST00000444547.6	ENSG00000116698.21	SMG7	0	0	0.085425	0
ENST00000318130.13	ENSG00000116406.19	EDEM3	0	0	12.031139	0
ENST00000680112.1	ENSG00000066279.19	ASPM	0	0	0.391617	0
ENST00000679766.1	ENSG00000066279.19	ASPM	0	0	0.316005	0
ENST00000384410.1	ENSG00000207139.1	Y_RNA	0	0	0.666883	0
ENST00000367385.9	ENSG00000151414.15	NEK7	0	0	17.426295	0
ENST00000462589.1	ENSG00000090104.12	RGS1	0	0	0.257385	0.408559
ENST00000420791.5	ENSG00000116750.14	UCHL5	0	0	0.306967	0
ENST00000449480.5	ENSG00000116750.14	UCHL5	0	0	0.012742	0
ENST00000452560.5	ENSG00000118197.14	DDX59	0	0	0.247093	0
ENST00000543891.5	ENSG00000163444.12	TMEM183A	0	0	5.720014	0
ENST00000475035.5	ENSG00000182004.13	SNRPE	0	0	3.243919	0
ENST00000639156.1	ENSG00000184144.12	CNTN2	0	0	0.068076	0
ENST00000367164.1	ENSG00000117222.14	RBBP5	0	0	5.788967	0
ENST00000454264.6	ENSG00000198625.13	MDM4	0	0	0.447688	4.533409
ENST00000444261.1	ENSG00000198625.13	MDM4	0	0	0.160799	2.915031
ENST00000517288.1	ENSG00000253097.1	RNU2-19P	0	0	0.233872	0
ENST00000617960.4	ENSG00000143486.16	EIF2D	0	0	0.368821	0
ENST00000484492.5	ENSG00000143486.16	EIF2D	0	0	0.063706	0
ENST00000604222.1	ENSG00000271680.1	RP11-564A8.8	0	0	0.445662	0
ENST00000446390.6	ENSG00000117280.13	RAB29	0	0	7.130193	0
ENST00000617991.4	ENSG00000276600.5	RAB7B	0	0	0.777505	0
ENST00000582596.5	ENSG00000285417.1	CH17-84K15.2	0	0	3.06561	0
ENST00000584198.2	ENSG00000285417.1	CH17-84K15.2	0	0	0.837959	0
ENST00000604112.1	ENSG00000263961.8	RHEX	0	0	0.764865	0
ENST00000364102.1	ENSG00000200972.1	RNU5A-8P	0	0	0.35286	0.763359
ENST00000526255.1	ENSG00000117625.14	RCOR3	0	0	1.154397	0
ENST00000423222.5	ENSG00000153363.13	LINC00467	0	0	1.106184	0
ENST00000366999.9	ENSG00000117650.13	NEK2	0	0	8.093154	0
ENST00000366998.4	ENSG00000117650.13	NEK2	0	0	0.785137	0
ENST00000666901.1	ENSG00000287445.1	RP11-61J19.7	0	0	0.139213	0
ENST00000456479.1	ENSG00000226036.1	RP11-338C15.2	0	0	0.195233	0.189181
ENST00000469606.5	ENSG00000143493.13	INTS7	0	0	4.820832	0
ENST00000527693.1	ENSG00000203705.11	TATDN3	0	0	0.070192	0
ENST00000356684.8	ENSG00000198468.9	FLVCR1-DT	0	0	0.789051	0
ENST00000366971.9	ENSG00000162769.13	FLVCR1	0	0	3.392539	0
ENST00000579295.1	ENSG00000162769.13	FLVCR1	0	0	1.624813	0
ENST00000615329.4	ENSG00000136643.12	RPS6KC1	0	0	5.180845	0
ENST00000480065.1	ENSG00000143498.18	TAF1A	0	0	0.121662	0
ENST00000450784.5	ENSG00000154309.9	DISP1	0	0	8.714005	0
ENST00000424254.6	ENSG00000143756.12	FBXO28	0	0	0.445439	0
ENST00000366810.6	ENSG00000185155.12	MIXL1	0	0	3.415369	0
ENST00000482962.5	ENSG00000143761.16	ARF1	0	0	0.337929	0
ENST00000521431.1	ENSG00000143801.18	PSEN2	0	0	0.142246	0
ENST00000580160.1	ENSG00000266174.1	MIR4666A	0	0	0.769707	0
ENST00000657820.1	ENSG00000162913.10	OBSCN-AS1	0	0	2.939066	0
ENST00000660656.1	ENSG00000162913.10	OBSCN-AS1	0	0	0.606347	0
ENST00000471302.2	ENSG00000143643.13	TTC13	0	0	0.167706	0
ENST00000486879.2	ENSG00000143643.13	TTC13	0	0	0.012225	0.116444
ENST00000434387.1	ENSG00000135763.10	URB2	0	0	0.888183	3.515058
ENST00000366622.1	ENSG00000143674.11	MAP3K21	0	0	1.650479	0
ENST00000476717.2	ENSG00000135766.9	EGLN1	0	0	1.263809	0
ENST00000496673.5	ENSG00000059588.10	TARBP1	0	0	0.337342	0
ENST00000410899.1	ENSG00000222831.1	MIR1537	0	0	0.536756	0
ENST00000264181.6	ENSG00000086619.14	ERO1B	0	0	0.498244	0
ENST00000609649.1	ENSG00000273416.1	RP4-597N16.4	0	0	0.485149	0
ENST00000447801.5	ENSG00000188739.15	RBM34	0	0	13.654905	0
ENST00000642926.1	ENSG00000284770.2	TBCE	0	0	0.099023	0
ENST00000482230.6	ENSG00000284770.2	TBCE	0	0	0.034774	0
ENST00000525042.1	ENSG00000116977.19	LGALS8	0	0	0.112333	0
ENST00000348581.9	ENSG00000174371.17	EXO1	0	0	5.249978	0
ENST00000463042.1	ENSG00000054282.16	SDCCAG8	0	0	0.965881	0
ENST00000551317.5	ENSG00000203666.12	EFCAB2	0	0	3.57285	0
ENST00000362572.1	ENSG00000199442.1	Y_RNA	0	0	0.713673	0
ENST00000364112.1	ENSG00000200982.1	Y_RNA	0	0	0.073371	0.663575
ENST00000366512.7	ENSG00000162852.14	CNST	0	0	1.831075	0
ENST00000498601.1	ENSG00000153207.16	AHCTF1	0	0	0.254028	0
ENST00000623686.1	ENSG00000221953.5	C1orf229	0	0	0.123461	0
ENST00000457012.2	ENSG00000226164.2	FGFR3P6	0	0	0.06441	0
ENST00000543802.3	ENSG00000196418.13	ZNF124	0	0	6.753623	0
ENST00000340684.10	ENSG00000196418.13	ZNF124	0	0	2.94233	0
ENST00000472952.3	ENSG00000197617.9	VN1R5	0	0	0.888677	0.421419
ENST00000438288.1	ENSG00000230411.1	OR3D1P	0	0	1.125525	1.184606
ENST00000412419.2	ENSG00000232908.3	HSD17B7P1	0	0	0.075428	0
ENST00000381591.5	ENSG00000015171.20	ZMYND11	0	0	6.416844	0
ENST00000491735.1	ENSG00000067064.12	IDI1	0	0	0.491121	0
ENST00000482091.1	ENSG00000067064.12	IDI1	0	0	0.023006	0
ENST00000476100.1	ENSG00000187134.14	AKR1C1	0	0	0.181953	0
ENST00000459607.1	ENSG00000238366.1	Y_RNA	0	0	0.527949	3.566128
ENST00000414894.1	ENSG00000237943.7	PRKCQ-AS1	0	0	0.017915	0
ENST00000335698.4	ENSG00000165629.20	ATP5F1C	0	0	15.264728	0
ENST00000606801.1	ENSG00000272507.1	RNU6-88P	0	0	1.74001	0.386769
ENST00000424614.1	ENSG00000123240.17	OPTN	0	0	1.447196	0
ENST00000481292.1	ENSG00000065328.17	MCM10	0	0	0.248324	0
ENST00000485659.1	ENSG00000065328.17	MCM10	0	0	0.383577	0
ENST00000263038.9	ENSG00000107537.14	PHYH	0	0	9.518852	0
ENST00000463730.1	ENSG00000107537.14	PHYH	0	0	0.389358	0
ENST00000604086.1	ENSG00000271046.1	RP11-138I18.2	0	0	0.169279	0
ENST00000494329.1	ENSG00000086475.15	SEPHS1	0	0	0.201053	0
ENST00000683141.1	ENSG00000165626.18	BEND7	0	0	2.620072	0
ENST00000478580.1	ENSG00000152465.18	NMT2	0	0	0.443274	0
ENST00000378278.7	ENSG00000152457.18	DCLRE1C	0	0	2.908969	0
ENST00000377304.7	ENSG00000241058.4	NSUN6	0	0	4.550681	0
ENST00000423462.6	ENSG00000165983.15	PTER	0	0	0.868032	0
ENST00000621872.1	ENSG00000275001.1	ENSG10010138612.1	0	0	0.390643	0.358612
ENST00000377265.3	ENSG00000204740.11	MALRD1	0	0	0.987964	0
ENST00000602524.1	ENSG00000168283.14	BMI1	0	0	0.792221	0
ENST00000610158.1	ENSG00000273107.1	RP11-165A20.3	0	0	0.812128	0.318766
ENST00000676732.1	ENSG00000107897.20	ACBD5	0	0	2.190805	0
ENST00000677960.1	ENSG00000107897.20	ACBD5	0	0	1.409264	0
ENST00000375322.2	ENSG00000107968.10	MAP3K8	0	0	0.787408	0
ENST00000413724.5	ENSG00000107968.10	MAP3K8	0	0	0.120328	0
ENST00000414457.5	ENSG00000224597.10	SVIL-AS1	0	0	1.121124	0
ENST00000423223.5	ENSG00000224597.10	SVIL-AS1	0	0	0.180328	0
ENST00000445521.5	ENSG00000224597.10	SVIL-AS1	0	0	0.378012	0
ENST00000361310.7	ENSG00000183621.15	ZNF438	0	0	3.255312	0
ENST00000452305.5	ENSG00000183621.15	ZNF438	0	0	0.184948	0
ENST00000442986.5	ENSG00000183621.15	ZNF438	0	0	0.075411	0
ENST00000436087.6	ENSG00000183621.15	ZNF438	0	0	0.071499	0
ENST00000384752.1	ENSG00000207483.1	RNU6-1067P	0	0	1.049147	0
ENST00000471327.3	ENSG00000239731.3	RN7SL825P	0	0	0.279061	0
ENST00000374726.7	ENSG00000095794.19	CREM	0	0	0.830057	0
ENST00000490460.5	ENSG00000095794.19	CREM	0	0	0.568128	0
ENST00000517245.1	ENSG00000253054.1	RNU7-77P	0	0	1.793021	0
ENST00000473940.5	ENSG00000095794.19	CREM	0	0	12.736289	0
ENST00000609313.1	ENSG00000273312.2	RP11-425A6.5	0	0	0.058658	0
ENST00000432492.1	ENSG00000235197.1	ZNF33CP	0	0	0.005069	0
ENST00000609898.1	ENSG00000273363.1	RP11-285G1.14	0	0	0.467745	0
ENST00000475300.1	ENSG00000012779.11	ALOX5	0	0	0.476135	0
ENST00000469110.1	ENSG00000107643.16	MAPK8	0	0	0.98356	0
ENST00000490752.1	ENSG00000188234.14	AGAP4	0	0	1.528889	0
ENST00000429104.1	ENSG00000178440.8	TIMM23B-AGAP6	0	0	0.526987	0.257738
ENST00000681530.1	ENSG00000204149.14	AGAP6	0	0	0.921487	0
ENST00000361781.7	ENSG00000198964.14	SGMS1	0	0	4.489338	0
ENST00000487784.1	ENSG00000170312.16	CDK1	0	0	0.13296	0
ENST00000411175.1	ENSG00000223107.1	RNU2-72P	0	0	0.401744	0
ENST00000225171.7	ENSG00000108176.15	DNAJC12	0	0	3.298471	0
ENST00000633035.1	ENSG00000171988.19	JMJD1C	0	0	4.854204	0
ENST00000373242.6	ENSG00000079332.15	SAR1A	0	0	1.821952	0
ENST00000486689.6	ENSG00000138303.18	ASCC1	0	0	0.104319	0
ENST00000373700.9	ENSG00000148634.16	HERC4	0	0	9.252238	0
ENST00000478029.1	ENSG00000138346.15	DNA2	0	0	0.484017	0
ENST00000422977.2	ENSG00000221817.10	PPP3CB-AS1	0	0	5.285058	0
ENST00000580623.1	ENSG00000272140.2	RP11-574K11.29	0	0	0.56714	0
ENST00000672429.1	ENSG00000156110.15	ADK	0	0	0.763992	0
ENST00000539909.6	ENSG00000156110.15	ADK	0	0	7.59016	0
ENST00000450179.1	ENSG00000133678.14	TMEM254	0	0	27.36859	0
ENST00000463340.1	ENSG00000122359.18	ANXA11	0	0	0.025217	0
ENST00000632192.1	ENSG00000281974.1	RP11-411A19.5	0	0	0.017945	0
ENST00000363383.1	ENSG00000200253.1	RNU6-529P	0	0	0.44076	0
ENST00000656958.1	ENSG00000224914.4	LINC00863	0	0	0.035976	0
ENST00000481793.1	ENSG00000184719.12	RNLS	0	0	0.145776	0
ENST00000371728.8	ENSG00000138182.15	KIF20B	0	0	2.453212	0
ENST00000260753.8	ENSG00000138182.15	KIF20B	0	0	3.021995	0
ENST00000478929.1	ENSG00000138182.15	KIF20B	0	0	0.280455	0
ENST00000620386.1	ENSG00000275693.1	ENSG10010138034.1	0	0	0	0
ENST00000470933.1	ENSG00000148688.14	RPP30	0	0	1.583864	0
ENST00000631422.1	ENSG00000165338.17	HECTD2	0	0	0.093664	0
ENST00000463649.5	ENSG00000173145.11	NOC3L	0	0	1.974619	0
ENST00000260731.5	ENSG00000138160.7	KIF11	0	0	28.752257	0
ENST00000451083.1	ENSG00000225533.1	PAWRP1	0	0	0.12418	0
ENST00000614149.1	ENSG00000177853.14	ZNF518A	0	0	0.152542	0
ENST00000485093.1	ENSG00000077147.16	TM9SF3	0	0	0.076989	0
ENST00000473237.1	ENSG00000155256.18	ZFYVE27	0	0	0.442065	0
ENST00000676414.1	ENSG00000196233.14	LCOR	0	0	0.015164	0
ENST00000676381.1	ENSG00000196233.14	LCOR	0	0	0.079294	0
ENST00000674725.1	ENSG00000196233.14	LCOR	0	0	3.44848	0
ENST00000370151.9	ENSG00000166171.13	DPCD	0	0	4.218277	0
ENST00000410119.1	ENSG00000222051.1	RNU6-1165P	0	0	0.594517	1.988066
ENST00000482611.5	ENSG00000198408.14	OGA	0	0	0.065454	0
ENST00000489648.5	ENSG00000148840.11	PPRC1	0	0	0.858841	0
ENST00000311122.5	ENSG00000120029.13	ARMH3	0	0	0.189853	0
ENST00000498298.1	ENSG00000075826.17	SEC31B	0	0	0.170382	0
ENST00000494549.1	ENSG00000138107.13	ACTR1A	0	0	0.016907	0
ENST00000678806.1	ENSG00000107862.6	GBF1	0	0	0.011803	0
ENST00000369755.4	ENSG00000065613.15	SLK	0	0	25.062666	0
ENST00000502935.6	ENSG00000108039.18	XPNPEP1	0	0	6.82451	0
ENST00000361384.7	ENSG00000198924.8	DCLRE1A	0	0	5.806971	0
ENST00000298746.5	ENSG00000165832.6	TRUB1	0	0	7.244706	0
ENST00000470476.5	ENSG00000165669.14	FAM204A	0	0	10.524474	0
ENST00000368845.6	ENSG00000065154.12	OAT	0	0	12.892098	0
ENST00000358776.7	ENSG00000196177.13	ACADSB	0	0	10.491353	0
ENST00000368654.8	ENSG00000148773.14	MKI67	0	0	18.917776	0
ENST00000368653.7	ENSG00000148773.14	MKI67	0	0	4.94428	0
ENST00000619341.1	ENSG00000108010.12	GLRX3	0	0	0.46502	0
ENST00000368636.8	ENSG00000176171.11	BNIP3	0	0	3.087829	0
ENST00000540159.3	ENSG00000176171.11	BNIP3	0	0	0.741134	0
ENST00000490055.5	ENSG00000148814.18	LRRC27	0	0	1.178259	0
